Marque,Modele,Annee,Kilometrage,Carburant,Boite Vitesse,Puissance Fiscale,Etat Generale,Prix
Volkswagen,Amarok,2013,219,Diesel,Automatique,7.0,occasion,115000
Volkswagen,Amarok,2013,219,Diesel,Manuelle,8.0,occasion,58500
Volkswagen,Amarok,2017,140,Diesel,Automatique,7.0,occasion,125000
Volkswagen,Amarok,2013,218,Diesel,Manuelle,8.0,occasion,65000
Volkswagen,Amarok,2013,218,Diesel,Manuelle,8.0,occasion,56900
Volkswagen,Caddy,2020,97,Diesel,Manuelle,5.0,occasion,37000
Volkswagen,Caddy,2020,238,Diesel,Manuelle,5.0,occasion,60000
Volkswagen,Caddy,2020,100,Diesel,Manuelle,7.0,occasion,59000
Volkswagen,Caddy,2020,238,Diesel,Manuelle,5.0,occasion,45000
Volkswagen,Caddy,2020,100,Diesel,Manuelle,5.0,occasion,42000
Volkswagen,Crafter,2009,300000,Diesel,Manuelle,8.0,occasion,38500
Volkswagen,Golf 5,2007,192,Essence,Manuelle,5.0,occasion,29000
Volkswagen,Golf 5,2007,190,Essence,Manuelle,5.0,occasion,35000
Volkswagen,Golf 5,2007,192,Essence,Manuelle,5.0,occasion,35000
Volkswagen,Golf 6,2012,146,Diesel,Automatique,5.0,occasion,41000
Volkswagen,Golf 6,2012,146,Essence,Automatique,7.0,occasion,42000
Volkswagen,Golf 6,2012,146,Diesel,Manuelle,6.0,occasion,46000
Volkswagen,Golf 6,2010,182,Essence,Manuelle,7.0,occasion,41000
Volkswagen,Golf 6,2010,200,Essence,Manuelle,6.0,occasion,37000
Volkswagen,Golf 6,2010,268,Essence,Automatique,7.0,occasion,35500
Volkswagen,Golf 6,2012,206,Essence,Manuelle,5.0,occasion,46000
Volkswagen,Golf 6,2010,298,Essence,Manuelle,7.0,occasion,39900
Volkswagen,Golf 6,2010,298,Essence,Manuelle,9.0,occasion,35000
Volkswagen,Golf 6,2010,268,Essence,Manuelle,5.0,occasion,39900
Volkswagen,Golf 6,2010,200,Essence,Manuelle,5.0,occasion,39000
Volkswagen,Golf 7,2019,110,Essence,Manuelle,6.0,occasion,58500
Volkswagen,Golf 7,2017,277,Essence,Manuelle,5.0,occasion,68000
Volkswagen,Golf 7,2019,120,Essence,Automatique,6.0,occasion,61000
Volkswagen,Golf 7,2018,130,Essence,Automatique,6.0,occasion,65000
Volkswagen,Golf 7,2019,175,Essence,Automatique,6.0,occasion,63000
Volkswagen,Golf 7,2020,110,Essence,Automatique,6.0,occasion,69000
Volkswagen,Golf 7,2019,110,Essence,Automatique,7.0,occasion,69500
Volkswagen,Golf 7,2020,99,Essence,Automatique,6.0,occasion,71500
Volkswagen,Golf 7,2018,152,Essence,Automatique,6.0,occasion,63000
Volkswagen,Golf 7,2015,153,Essence,Manuelle,5.0,occasion,58000
Volkswagen,Golf 7,2019,169,Essence,Automatique,7.0,occasion,80000
Volkswagen,Golf 7,2013,230,Essence,Manuelle,5.0,occasion,57000
Volkswagen,Golf 7,2017,92,Essence,Manuelle,5.0,occasion,50000
Volkswagen,Golf 7,2020,107,Essence,Automatique,6.0,occasion,73000
Volkswagen,Golf 7,2018,134,Essence,Automatique,6.0,occasion,62000
Volkswagen,Golf 7,2016,160,Essence,Automatique,16.0,occasion,98000
Volkswagen,Golf 7,2018,118,Essence,Automatique,6.0,occasion,70000
Volkswagen,Golf 7,2019,62,Essence,Manuelle,6.0,occasion,69000
Volkswagen,Golf 7,2018,146,Essence,Manuelle,6.0,occasion,63000
Volkswagen,Golf 7,2016,160,Essence,Manuelle,5.0,occasion,60000
Volkswagen,Golf 7,2014,220,Essence,Manuelle,5.0,occasion,54000
Volkswagen,Golf 7,2020,99,Essence,Automatique,6.0,occasion,69000
Volkswagen,Golf 7,2014,196,Essence,Automatique,5.0,occasion,58000
Volkswagen,Golf 7,2017,53,Diesel,Automatique,6.0,occasion,73000
Volkswagen,Golf 7,2019,169,Essence,Automatique,6.0,occasion,62000
Volkswagen,Golf 7,2020,110,Essence,Automatique,7.0,occasion,62000
Volkswagen,Golf 7,2019,150,Essence,Automatique,6.0,occasion,61000
Volkswagen,Golf 7,2017,230,Essence,Automatique,6.0,occasion,51000
Volkswagen,Golf 7,2017,230,Essence,Manuelle,6.0,occasion,67000
Volkswagen,Golf 7,2019,130,Essence,Automatique,6.0,occasion,93000
Volkswagen,Golf 7,2014,196,Diesel,Manuelle,5.0,occasion,48000
Volkswagen,Golf 7,2018,155,Essence,Manuelle,6.0,occasion,69500
Volkswagen,Golf 7,2018,185,Essence,Automatique,6.0,occasion,56000
Volkswagen,Golf 7,2020,120,Essence,Manuelle,6.0,occasion,66000
Volkswagen,Golf 7,2017,139,Essence,Manuelle,6.0,occasion,64000
Volkswagen,Golf 7,2015,220,Essence,Manuelle,5.0,occasion,56000
Volkswagen,Golf 7,2019,130,Essence,Automatique,6.0,occasion,63000
Volkswagen,Golf 7,2013,230,Essence,Automatique,5.0,occasion,47000
Volkswagen,Golf 7,2019,130,Essence,Manuelle,6.0,occasion,69000
Volkswagen,Golf 7,2016,67,Essence,Manuelle,5.0,occasion,54000
Volkswagen,Golf 7,2019,62,Essence,Automatique,6.0,occasion,63000
Volkswagen,Golf 7,2015,220,Essence,Manuelle,6.0,occasion,43000
Volkswagen,Golf 7,2017,277,Essence,Manuelle,6.0,occasion,79000
Volkswagen,Golf 7,2018,128,Essence,Manuelle,6.0,occasion,62500
Volkswagen,Golf 7,2018,146,Diesel,Automatique,7.0,occasion,76000
Volkswagen,Golf 7,2013,108,Essence,Automatique,5.0,occasion,40000
Volkswagen,Golf 7,2019,127,Essence,Automatique,6.0,occasion,62500
Volkswagen,Golf 8,2021,92,Hybride,Automatique,6.0,occasion,83500
Volkswagen,Golf 8,2020,105,Essence,Automatique,7.0,occasion,128000
Volkswagen,Golf 8,2022,38,Essence,Manuelle,6.0,occasion,81000
Volkswagen,Golf 8,2021,76,Essence,Manuelle,6.0,occasion,97000
Volkswagen,Golf 8,2020,50,Essence,Manuelle,6.0,occasion,78000
Volkswagen,Golf 8,2021,137,Essence,Manuelle,5.0,occasion,78000
Volkswagen,Golf 8,2023,51,Essence,Automatique,8.0,occasion,138000
Volkswagen,Golf 8,2023,23,Essence,Automatique,8.0,occasion,107000
Volkswagen,Golf 8,2023,63,Essence,Automatique,8.0,occasion,120000
Volkswagen,Golf 8,2022,59,Essence,Automatique,19.0,occasion,230000
Volkswagen,Golf 8,2021,71,Essence,Manuelle,6.0,occasion,80000
Volkswagen,Golf 8,2023,63,Essence,Automatique,8.0,occasion,112000
Volkswagen,Golf 8,2022,65,Essence,Automatique,19.0,occasion,178000
Volkswagen,Golf 8,2024,2,Essence,Automatique,8.0,occasion,180000
Volkswagen,Golf 8,2020,65,Essence,Manuelle,8.0,occasion,90000
Volkswagen,Golf 8,2020,105,Hybride,Automatique,8.0,occasion,105000
Volkswagen,Golf 8,2024,15,Essence,Automatique,8.0,occasion,121000
Volkswagen,Golf 8,2023,42,Hybride,Automatique,8.0,occasion,138000
Volkswagen,Golf 8,2021,65,Essence,Manuelle,6.0,occasion,82000
Volkswagen,Golf 8,2022,46,Hybride,Automatique,6.0,occasion,88000
Volkswagen,Golf 8,2023,50,Essence,Manuelle,6.0,occasion,85000
Volkswagen,Golf 8,2021,110,Essence,Manuelle,7.0,occasion,91000
Volkswagen,Golf 8,2024,15,Hybride,Automatique,8.0,occasion,126000
Volkswagen,Golf 8,2021,136,Hybride,Automatique,8.0,occasion,112000
Volkswagen,Golf 8,2021,71,Essence,Manuelle,8.0,occasion,110000
Volkswagen,Golf 8,2021,79,Essence,Manuelle,5.0,occasion,69500
Volkswagen,Golf 8,2021,177,Essence,Automatique,6.0,occasion,76500
Volkswagen,Golf 8,2021,71,Essence,Manuelle,7.0,occasion,89500
Volkswagen,Golf 8,2021,177,Essence,Automatique,7.0,occasion,105000
Volkswagen,Golf 8,2021,61,Essence,Automatique,6.0,occasion,75000
Volkswagen,Golf 8,2021,60,Hybride,Automatique,8.0,occasion,121800
Volkswagen,Golf 8,2023,55,Essence,Automatique,8.0,occasion,97000
Volkswagen,Golf Plus,2018,72000,Essence,Manuelle,6.0,occasion,79000
Volkswagen,Jetta,2013,200,Essence,Manuelle,9.0,occasion,38000
Volkswagen,Jetta,2013,175,Essence,Automatique,7.0,occasion,37500
Volkswagen,Jetta,2013,200,Essence,Automatique,8.0,occasion,76000
Volkswagen,Jetta,2010,300,Essence,Manuelle,7.0,occasion,34500
Volkswagen,Jetta,2010,300,Essence,Manuelle,7.0,occasion,32000
Volkswagen,Jetta,2011,219,Essence,Manuelle,7.0,occasion,30000
Volkswagen,Passat Cc,2011,384,Essence,Automatique,10.0,occasion,49500
Volkswagen,Passat Cc,2014,191,Diesel,Automatique,8.0,occasion,48000
Volkswagen,Passat,2019,157,Essence,Automatique,8.0,occasion,106000
Volkswagen,Passat,2020,118,Essence,Automatique,8.0,occasion,89000
Volkswagen,Passat,2016,283,Essence,Manuelle,6.0,occasion,63000
Volkswagen,Passat,2019,280,Essence,Automatique,7.0,occasion,100000
Volkswagen,Passat,2009,180,Diesel,Manuelle,5.0,occasion,43500
Volkswagen,Passat,2015,231,Essence,Manuelle,7.0,occasion,50000
Volkswagen,Passat,2019,60,Diesel,Automatique,6.0,occasion,99000
Volkswagen,Passat,2021,190,Essence,Automatique,8.0,occasion,99000
Volkswagen,Passat,2009,180,Essence,Manuelle,7.0,occasion,28500
Volkswagen,Passat,2021,88,Essence,Automatique,8.0,occasion,136000
Volkswagen,Passat,2020,118,Hybride,Automatique,8.0,occasion,110000
Volkswagen,Passat,2009,336,Essence,Manuelle,7.0,occasion,40000
Volkswagen,Passat,2016,200,Essence,Manuelle,7.0,occasion,47000
Volkswagen,Passat,2021,112,Hybride,Automatique,8.0,occasion,102000
Volkswagen,Passat,2021,88,Hybride,Automatique,8.0,occasion,98000
Volkswagen,Passat,2016,200,Essence,Manuelle,7.0,occasion,49500
Volkswagen,Passat,2019,120,Essence,Automatique,8.0,occasion,72000
Volkswagen,Passat,2013,239,Diesel,Automatique,6.0,occasion,48000
Volkswagen,Passat,2013,320,Diesel,Manuelle,5.0,occasion,48500
Volkswagen,Polo Sedan,2022,143,Essence,Manuelle,5.0,occasion,51000
Volkswagen,Polo Sedan,2022,81,Essence,Manuelle,5.0,occasion,51000
Volkswagen,Polo Sedan,2022,143,Essence,Manuelle,5.0,occasion,43000
Volkswagen,Polo Sedan,2022,136,Essence,Manuelle,5.0,occasion,43000
Volkswagen,Polo Sedan,2022,83,Essence,Manuelle,5.0,occasion,56000
Volkswagen,Polo Sedan,2022,80,Essence,Manuelle,5.0,occasion,51000
Volkswagen,Polo Sedan,2022,80,Essence,Manuelle,5.0,occasion,49500
Volkswagen,Polo Sedan,2022,143,Essence,Manuelle,5.0,occasion,38000
Volkswagen,Polo,2020,56,Essence,Manuelle,4.0,occasion,65500
Volkswagen,Polo,2022,117,Essence,Manuelle,6.0,occasion,63000
Volkswagen,Polo,2019,197,Essence,Manuelle,4.0,occasion,43000
Volkswagen,Polo,2020,70,Essence,Manuelle,4.0,occasion,59000
Volkswagen,Polo,2022,142,Essence,Manuelle,4.0,occasion,48000
Volkswagen,Polo,2022,157,Essence,Manuelle,4.0,occasion,68000
Volkswagen,Polo,2021,83,Essence,Manuelle,4.0,occasion,42000
Volkswagen,Polo,2021,110,Essence,Manuelle,4.0,occasion,45000
Volkswagen,Polo,2008,240,Essence,Manuelle,4.0,occasion,19500
Volkswagen,Polo,2022,95,Essence,Manuelle,4.0,occasion,48500
Volkswagen,Polo,2022,90,Essence,Manuelle,4.0,occasion,46000
Volkswagen,Polo,2022,110,Essence,Manuelle,5.0,occasion,86000
Volkswagen,Polo,2019,197,Essence,Manuelle,4.0,occasion,36000
Volkswagen,Polo,2021,88,Essence,Manuelle,4.0,occasion,45000
Volkswagen,Polo,2022,157,Essence,Manuelle,4.0,occasion,45000
Volkswagen,Polo,2022,95,Essence,Manuelle,4.0,occasion,45000
Volkswagen,Polo,2022,80,Essence,Manuelle,4.0,occasion,45000
Volkswagen,Polo,2022,142,Essence,Manuelle,4.0,occasion,45000
Volkswagen,Polo,2012,218,Essence,Manuelle,5.0,occasion,33900
Volkswagen,Polo,2022,121,Essence,Manuelle,4.0,occasion,45000
Volkswagen,Polo,2022,114,Essence,Manuelle,4.0,occasion,45000
Volkswagen,Polo,2021,110,Essence,Manuelle,4.0,occasion,61500
Volkswagen,Polo,2020,96,Essence,Manuelle,4.0,occasion,60000
Volkswagen,Polo,2022,157,Essence,Manuelle,4.0,occasion,58000
Volkswagen,Polo,2019,93,Essence,Manuelle,4.0,occasion,39900
Volkswagen,Polo,2012,218,Essence,Manuelle,4.0,occasion,33800
Volkswagen,Polo,2022,87,Essence,Manuelle,4.0,occasion,43000
Volkswagen,Polo,2020,95,Essence,Manuelle,4.0,occasion,59000
Volkswagen,Polo,2011,268,Essence,Manuelle,5.0,occasion,32000
Volkswagen,Polo,2011,268,Essence,Automatique,5.0,occasion,22000
Volkswagen,Polo,2019,93,Essence,Manuelle,4.0,occasion,42000
Volkswagen,Polo,2021,86,Essence,Manuelle,4.0,occasion,48000
Volkswagen,Scirocco,2011,174000,Essence,Automatique,8.0,occasion,35000
Volkswagen,T Cross,2023,43,Essence,Manuelle,5.0,occasion,84000
Volkswagen,T Cross,2022,39,Essence,Manuelle,6.0,occasion,69500
Volkswagen,T Cross,2022,39,Essence,Automatique,7.0,occasion,88000
Volkswagen,T Roc,2021,79,Essence,Manuelle,6.0,occasion,79000
Volkswagen,T Roc,2021,50,Essence,Manuelle,6.0,occasion,81000
Volkswagen,T Roc,2021,21,Essence,Manuelle,6.0,occasion,102000
Volkswagen,T Roc,2022,99,Essence,Manuelle,6.0,occasion,83500
Volkswagen,T Roc,2020,85,Essence,Manuelle,6.0,occasion,69000
Volkswagen,T Roc,2023,95,Essence,Manuelle,6.0,occasion,96500
Volkswagen,T Roc,2020,85,Essence,Manuelle,6.0,occasion,83000
Volkswagen,Taigo,2025,1,Essence,Manuelle,5.0,occasion,69500
Volkswagen,Taigo,2022,95,Essence,Automatique,7.0,occasion,119000
Volkswagen,Tiguan,2018,120,Essence,Automatique,7.0,occasion,90000
Volkswagen,Tiguan,2018,124,Essence,Automatique,8.0,occasion,117000
Volkswagen,Tiguan,2018,124,Diesel,Manuelle,8.0,occasion,120000
Volkswagen,Tiguan,2018,104,Diesel,Manuelle,8.0,occasion,108000
Volkswagen,Tiguan,2018,104,Diesel,Manuelle,6.0,occasion,94000
Volkswagen,Tiguan,2023,90,Essence,Automatique,8.0,occasion,155000
Volkswagen,Tiguan,2021,107,Hybride,Automatique,8.0,occasion,157000
Volkswagen,Tiguan,2014,299,Diesel,Automatique,9.0,occasion,64000
Volkswagen,Tiguan,2015,71,Essence,Automatique,9.0,occasion,67000
Volkswagen,Tiguan,2017,169,Essence,Automatique,8.0,occasion,71000
Volkswagen,Tiguan,2020,138,Essence,Automatique,8.0,occasion,88000
Volkswagen,Tiguan,2018,123,Essence,Automatique,12.0,occasion,89000
Volkswagen,Tiguan,2014,215,Essence,Automatique,11.0,occasion,59800
Volkswagen,Tiguan,2024,42,Hybride,Automatique,8.0,occasion,200000
Volkswagen,Tiguan,2020,84,Essence,Automatique,8.0,occasion,98000
Volkswagen,Tiguan,2015,150,Essence,Automatique,9.0,occasion,72000
Volkswagen,Tiguan,2014,128,Essence,Automatique,12.0,occasion,59000
Volkswagen,Tiguan,2021,77,Essence,Automatique,8.0,occasion,90000
Volkswagen,Tiguan,2010,184,Essence,Manuelle,11.0,occasion,42000
Volkswagen,Tiguan,2010,158,Essence,Manuelle,12.0,occasion,38000
Volkswagen,Tiguan,2018,60,Essence,Automatique,8.0,occasion,99000
Volkswagen,Tiguan,2014,215,Diesel,Manuelle,8.0,occasion,66000
Volkswagen,Tiguan,2022,50,Essence,Automatique,8.0,occasion,134000
Volkswagen,Tiguan,2024,22,Essence,Automatique,8.0,occasion,168000
Volkswagen,Tiguan,2016,180,Diesel,Automatique,8.0,occasion,100000
Volkswagen,Tiguan,2021,130,Hybride,Automatique,8.0,occasion,155000
Volkswagen,Tiguan,2024,42,Essence,Automatique,8.0,occasion,153000
Volkswagen,Tiguan,2021,19,Hybride,Automatique,8.0,occasion,148000
Volkswagen,Touareg,2009,255,Diesel,Automatique,16.0,occasion,145000
Volkswagen,Touareg,2015,108,Diesel,Automatique,17.0,occasion,38000
Volkswagen,Transporter,2019,495,Diesel,Manuelle,7.0,occasion,67000
Volkswagen,Transporter,2019,139,Diesel,Manuelle,7.0,occasion,39000
Volkswagen,Transporter,2019,495,Diesel,Manuelle,7.0,occasion,54000
Volkswagen,Virtus,2023,20,Essence,Automatique,7.0,occasion,74000
Volkswagen,Virtus,2023,10,Essence,Manuelle,6.0,occasion,62000
Volvo,Ex30,2024,10700,Electrique,Automatique,5.0,occasion,107000
Volvo,S80,2012,353215,Diesel,Automatique,9.0,occasion,37500
Volvo,Xc40,2024,4000,Hybride,Automatique,9.0,occasion,179720
Volvo,Xc60,2022,19000,Hybride,Automatique,20.0,occasion,286000
Wallyscar,719,2023,67000,Essence,Manuelle,7.0,occasion,36500
Wallyscar,Iris,2021,40,Essence,Manuelle,4.0,occasion,35000
Wallyscar,Iris,2020,80,Essence,Manuelle,4.0,occasion,35000
Renault,Symbol,2014,151000,Essence,Manuelle,5.0,Occasion,27000
Renault,Clio,2018,58857,Diesel,Manuelle,5.0,Occasion,14900
Isuzu,D MAX,2025,58857,Diesel,Manuelle,10.0,Occasion,71852
Kia,SPORTAGE,2014,242,Diesel,Manuelle,7.0,Occasion,53000
Volkswagen,Polo,2006,262200,Essence,Manuelle,5.0,Occasion,21500
Hyundai,I20,2013,185,Essence,Manuelle,5.0,Occasion,29500
Ford,FIESTA,2017,200,Essence,Manuelle,5.0,Occasion,32000
Geely,GK-GL,2021,73000,Essence,Automatique,6.0,Occasion,50000
Kia,PICANTO,2019,76000,Essence,Manuelle,4.0,Occasion,35000
Hyundai,I20,2021,116000,Essence,Manuelle,5.0,Occasion,47500
Toyota,RAV4,2021,60000,Hybride,Automatique,9.0,Occasion,125000
Renault,Twingo,2011,58857,Essence,Manuelle,4.0,Occasion,25000
Renault,Clio,2012,225000,Essence,Manuelle,5.0,Occasion,14000
Fiat,DOBLO,2015,398000,Diesel,Manuelle,5.0,Occasion,18500
Volkswagen,Touareg,2010,253000,Diesel,Automatique,5.0,Occasion,49000
Hyundai,TUCSON,2022,171000,Hybride,Automatique,10.0,Occasion,110000
Dacia,LOGAN,2011,300000,Diesel,Manuelle,4.0,Occasion,12000
Citroen,C5 II,2008,400000,Diesel,Manuelle,6.0,Occasion,22000
Seat,Ibiza,2017,132000,Essence,Manuelle,4.0,Occasion,36000
Opel,Corsa,2011,180000,Essence,Manuelle,5.0,Occasion,16000
Seat,Ibiza,2017,125000,Essence,Manuelle,6.0,Occasion,48000
Mitsubishi,Lancer,2010,216000,Essence,Automatique,9.0,Occasion,25000
Citroen,C4,2017,24000,Diesel,Manuelle,5.0,Occasion,45500
Wallyscar,619,2023,62000,Essence,Manuelle,5.0,Occasion,29000
Citroen,C4,2012,180000,Essence,Manuelle,6.0,Occasion,28000
Seat,Ibiza,2020,96000,Essence,Manuelle,4.0,Occasion,55000
Renault,Clio,2022,103000,Essence,Manuelle,5.0,Occasion,39500
Isuzu,D MAX,2007,378000,Diesel,Manuelle,8.0,Occasion,53000
Suzuki,Swift,2022,61000,Essence,Manuelle,6.0,Occasion,41000
Renault,Clio,2022,58857,Essence,Manuelle,5.0,Occasion,39900
Fiat,PUNTO,2021,200000,GPL,Manuelle,4.0,Occasion,11500
Fiat,PUNTO,2016,150000,GPL,Manuelle,4.0,Occasion,13500
Kia,PICANTO,2022,33000,Essence,Automatique,4.0,Occasion,50000
Volkswagen,Amarok,2013,415000,Diesel,Manuelle,7.0,Occasion,48000
Fiat,PUNTO,2017,174,Essence,Manuelle,4.0,Occasion,26300
Hyundai,IX35,2013,252000,Diesel,Manuelle,7.0,Occasion,43000
Fiat,500 C,2021,100,Hybride,Manuelle,4.0,Occasion,51000
Toyota,Hilux,2017,175000,Diesel,Manuelle,8.0,Occasion,130000
Peugeot,206,2010,195000,Essence,Manuelle,4.0,Occasion,24500
Volkswagen,Golf,2015,164000,Essence,Manuelle,5.0,Occasion,55000
Chery,Tiggo 3x,2022,12600,Essence,Automatique,6.0,Occasion,58000
Kia,RIO,2022,93000,Essence,Manuelle,5.0,Occasion,52000
Dacia,DOKKER,2014,250000,Diesel,Manuelle,6.0,Occasion,22500
Citroen,JUMPY,2021,150000,Diesel,Manuelle,5.0,Occasion,53000
Mercedes,Classe A,2017,79214,Diesel,Automatique,7.0,Occasion,89000
Nissan,X-trail,2017,122300,Diesel,Manuelle,7.0,Occasion,65000
Volkswagen,Golf,1989,58857,Diesel,Manuelle,4.0,Occasion,14000
Audi,A3,2015,156000,Essence,Manuelle,5.0,Occasion,52000
Chevrolet,SPARK,2016,124000,Essence,Manuelle,5.0,Occasion,26500
Suzuki,S-Presso,2023,46000,Essence,Manuelle,5.0,Occasion,32500
Peugeot,Autres,2015,320000,Essence,Manuelle,5.0,Occasion,18000
Renault,Clio,2017,196000,Essence,Manuelle,6.0,Occasion,33900
Toyota,Yaris,2011,48600,Essence,Manuelle,5.0,Occasion,51000
Fiat,PANDA,2005,341000,Essence,Manuelle,5.0,Occasion,18500
Volkswagen,Golf 7,2014,196000,Essence,Manuelle,5.0,Occasion,43500
Ford,FIESTA,2009,200000,Essence,Manuelle,5.0,Occasion,270000
Isuzu,PICKUP,1996,570000,Diesel,Manuelle,4.0,Occasion,45000
Renault,Megane,2020,110000,Essence,Manuelle,7.0,Occasion,49500
Peugeot,5008,2012,190000,Diesel,Manuelle,6.0,Occasion,30700
Kia,RIO,2015,255000,Essence,Manuelle,5.0,Occasion,35000
Renault,Symbol,2012,330000,Essence,Manuelle,5.0,Occasion,25500
Mercedes,200,2008,257000,Diesel,Manuelle,8.0,Occasion,43500
Renault,Symbol,2010,236000,Essence,Manuelle,5.0,Occasion,25800
Volkswagen,Tiguan,2015,190000,Essence,Automatique,9.0,Occasion,65000
Chery,Tiggo 3x,2022,105000,Essence,Automatique,6.0,Occasion,45500
Geely,GK-GL,2020,140,Essence,Manuelle,6.0,Occasion,32000
Renault,Clio,2018,125000,Diesel,Automatique,4.0,Occasion,42000
Opel,Agila,2015,160000,Diesel,Manuelle,4.0,Occasion,30000
Citroen,BERLINGO,2019,160000,Diesel,Manuelle,6.0,Occasion,47000
Hyundai,ELANTRA,2017,58857,Essence,Manuelle,7.0,Occasion,39000
Bmw,520,2003,300,Essence,Automatique,11.0,Occasion,22500
Kia,RIO,2021,100000,Essence,Manuelle,5.0,Occasion,52000
Volkswagen,Jetta,2011,18000,Essence,Manuelle,7.0,Occasion,38000
Renault,Clio,2020,91000,Essence,Manuelle,5.0,Occasion,40000
Suzuki,Swift,2019,151000,Essence,Manuelle,5.0,Occasion,36000
Volkswagen,Golf 6,2012,209000,Essence,Manuelle,5.0,Occasion,45000
Hyundai,I10,2022,134,Essence,Manuelle,4.0,Occasion,28000
Suzuki,S-Presso,2021,78000,Essence,Manuelle,4.0,Occasion,31500
Kia,PICANTO,2018,117000,Essence,Manuelle,4.0,Occasion,37800
Mazda,MAZDA6,2015,190000,Essence,Automatique,9.0,Occasion,41000
Peugeot,2008,2017,32500,Essence,Manuelle,5.0,Occasion,45000
Peugeot,107,2011,270,Essence,Manuelle,4.0,Occasion,23000
Renault,Autres,2016,141000,Essence,Manuelle,4.0,Occasion,35000
Volkswagen,Caddy,2013,200000,Essence,Manuelle,7.0,Occasion,32000
Volkswagen,Tiguan,2020,99000,Essence,Manuelle,6.0,Occasion,95000
Chery,A3,2017,181000,Essence,Manuelle,5.0,Occasion,28000
Renault,Clio,2023,65241,Essence,Manuelle,5.0,Occasion,42000
Citroen,C3,2007,58857,Essence,Manuelle,4.0,Occasion,19800
Renault,Kangoo,2001,345000,Diesel,Manuelle,7.0,Occasion,9000
Hyundai,I20,2017,266,Essence,Manuelle,5.0,Occasion,34000
Audi,80,1992,200,Essence,Manuelle,7.0,Occasion,13000
Volkswagen,Passat,2007,220000,Essence,Automatique,12.0,Occasion,20000
Citroen,C5,2011,290000,Diesel,Manuelle,6.0,Occasion,30000
Mercedes,Classe C,2018,186000,Diesel,Automatique,6.0,Occasion,122000
Citroen,JUMPY,2020,120000,Diesel,Manuelle,6.0,Occasion,57000
Volkswagen,Caddy,2002,250000,Diesel,Manuelle,8.0,Occasion,14000
Citroen,JUMPY,2010,314000,Diesel,Manuelle,7.0,Occasion,24000
Skoda,Fabia,2022,100000,Essence,Manuelle,5.0,Occasion,39500
Volkswagen,Passat,2010,200000,Essence,Manuelle,6.0,Occasion,35000
Peugeot,206,2008,58857,Essence,Manuelle,6.0,Occasion,15000
Citroen,C3,2018,94000,Essence,Manuelle,4.0,Occasion,36000
Ford,KA,2015,221000,Essence,Manuelle,4.0,Occasion,26500
Peugeot,3008,2018,179000,Diesel,Automatique,6.0,Occasion,75000
Kia,SPORTAGE,2009,58857,Diesel,Automatique,4.0,Occasion,1009317
MG,MG RX8,2022,130000,Essence,Automatique,9.0,Occasion,80000
Toyota,RAV4,2023,58800,Hybride,Automatique,9.0,Occasion,138000
Mercedes,Classe C,2010,140000,Diesel,Manuelle,8.0,Occasion,27000
Citroen,C1,2018,90000,Essence,Manuelle,4.0,Occasion,30000
MG,MG RX8,2019,170000,Essence,Automatique,7.0,Occasion,48000
MG,MG RX8,2018,117000,Essence,Automatique,9.0,Occasion,52000
Renault,Clio,2010,250,Essence,Manuelle,4.0,Occasion,29000
Ford,FOCUS,2004,17500,Essence,Manuelle,6.0,Occasion,17500
Mercedes,Classe A,2016,120000,Essence,Automatique,6.0,Occasion,58000
Toyota,Yaris,2024,20,Hybride,Automatique,5.0,Occasion,102000
Renault,Megane,2009,203000,Diesel,Manuelle,5.0,Occasion,26000
Ford,FIESTA,2014,220000,Essence,Manuelle,5.0,Occasion,27000
Peugeot,208,2015,113000,Essence,Manuelle,5.0,Occasion,30000
Renault,Clio,2019,189000,Essence,Manuelle,5.0,Occasion,41500
Fiat,GRANDE PUNTO,2009,310000,Essence,Manuelle,5.0,Occasion,23000
Audi,A4,2003,127000,Essence,Manuelle,7.0,Occasion,23000
Land rover,EVOQUE,2013,165000,Essence,Automatique,11.0,Occasion,85000
Ford,ECOSPORT,2020,233000,Essence,Automatique,6.0,Occasion,38000
Hyundai,I10,2023,92,Essence,Manuelle,5.0,Occasion,35500
Kia,RIO,2017,153000,Essence,Manuelle,5.0,Occasion,38000
Kia,RIO,2017,220000,Essence,Manuelle,5.0,Occasion,39500
Chery,Tiggo,2022,79000,Essence,Automatique,9.0,Occasion,72000
Fiat,DOBLO,2016,500000,Diesel,Manuelle,5.0,Occasion,24000
Fiat,AUTRE,2015,270,Essence,Manuelle,5.0,Occasion,19000
Chevrolet,AVEO,2008,159000,Essence,Manuelle,5.0,Occasion,22000
Volkswagen,Polo,2018,144000,Essence,Manuelle,4.0,Occasion,43000
Volkswagen,Passat,2008,128000,Essence,Manuelle,7.0,Occasion,43000
Peugeot,Expert,2001,99999,Diesel,Manuelle,7.0,Occasion,13000
Kia,PICANTO,2020,98000,Essence,Manuelle,4.0,Occasion,34500
Peugeot,Autres,2019,146000,Diesel,Manuelle,5.0,Occasion,24800
Hyundai,I20,2015,230000,Essence,Manuelle,4.0,Occasion,29500
Mercedes,Classe C,2015,245000,Essence,Automatique,9.0,Occasion,89000
Renault,Clio,2020,90000,Essence,Manuelle,5.0,Occasion,39500
Volkswagen,Polo,2008,58857,Essence,Manuelle,5.0,Occasion,22000
Chevrolet,AVEO,2022,88000,Essence,Automatique,6.0,Occasion,40000
